Galaxy,Source No.,RA,Dec
,694,05 25 50.73,-69 44 52.52
,695,05 25 50.90,-69 41 36.15
,696,05 25 51.10,-69 41 47.89
,697,05 25 51.13,-69 41 29.05
,698,05 25 51.79,-69 41 58.38
,699,05 25 52.09,-69 43 24.43
,700,05 25 52.10,-69 40 11.07
,701,05 25 52.25,-69 44 55.94
,702,05 25 52.39,-69 40 38.45
,703,05 25 52.51,-69 41 45.99
,704,05 25 52.71,-69 42 19.72
,705,05 25 52.74,-69 41 38.96
,706,05 25 53.06,-69 41 22.91
,707,05 25 53.39,-69 42 03.00
,708,05 25 53.73,-69 40 20.12
,709,05 25 54.10,-69 40 18.25
,710,05 25 54.22,-69 42 15.51
,711,05 25 54.27,-69 46 47.83
,712,05 25 54.87,-69 39 51.01
,713,05 25 55.62,-69 40 48.45
,714,05 25 55.65,-69 40 25.03
,715,05 25 55.90,-69 41 34.51
,716,05 25 55.98,-69 41 36.99
,717,05 25 57.07,-69 42 07.16
,718,05 25 57.75,-69 41 29.83
,719,05 25 58.49,-69 39 29.13
,720,05 25 58.91,-69 42 01.21
,721,05 25 59.08,-69 46 11.57
,722,05 25 59.31,-69 42 16.81
,723,05 25 59.47,-69 41 57.20
,724,05 25 59.54,-69 41 42.39
,725,05 25 59.56,-69 39 12.87
,726,05 25 59.73,-69 38 39.90
,727,05 26 00.55,-69 40 09.43
,728,05 26 01.69,-69 40 40.28
,729,05 26 01.87,-69 41 38.40
,730,05 26 01.93,-69 44 16.39
,731,05 26 02.03,-69 43 31.00
,732,05 26 02.72,-69 41 49.48
,733,05 26 02.93,-69 42 08.73
,734,05 26 03.12,-69 45 29.91
,735,05 26 03.57,-69 38 10.79
,736,05 26 04.21,-69 41 33.65
,737,05 26 04.56,-69 38 24.05
,738,05 26 04.71,-69 43 26.47
,739,05 26 05.45,-69 40 49.67
,740,05 26 06.26,-69 39 15.35
,741,05 26 06.48,-69 41 15.47
,742,05 26 07.86,-69 44 29.04
,743,05 26 08.09,-69 45 18.73
,744,05 26 08.43,-69 47 19.02
,745,05 26 08.78,-69 46 39.65
,746,05 26 08.83,-69 40 52.54
,747,05 26 09.65,-69 43 58.25
,748,05 26 09.66,-69 44 28.84
,749,05 26 10.44,-69 39 42.14
,750,05 26 10.82,-69 39 47.05
,751,05 26 12.25,-69 40 53.19
,752,05 26 12.33,-69 40 39.91
,753,05 26 14.18,-69 47 51.92
,754,05 26 14.28,-69 43 39.32
,755,05 26 14.84,-69 47 18.12
,756,05 26 15.05,-69 42 44.40
,757,05 26 15.51,-69 44 10.49
,758,05 26 16.29,-69 42 52.65
,759,05 26 16.99,-69 48 15.38
,760,05 26 17.23,-69 42 51.39
,761,05 26 18.20,-69 40 00.64
,762,05 26 19.49,-69 38 45.57
,763,05 26 19.53,-69 48 44.34
,764,05 26 19.89,-69 45 59.26
,765,05 26 20.60,-69 43 44.93
,766,05 26 21.12,-69 43 02.60
,767,05 26 21.51,-69 46 56.29
,768,05 26 21.56,-69 45 09.28
,769,05 26 21.62,-69 44 54.76
,770,05 26 22.36,-69 48 25.07
,771,05 26 22.64,-69 44 38.01
,772,05 26 23.04,-69 46 20.09
,773,05 26 24.35,-69 48 18.13
,774,05 26 25.25,-69 45 06.56
,775,05 26 25.28,-69 45 23.19
,776,05 26 25.34,-69 44 29.93
,777,05 26 25.59,-69 44 24.39
,778,05 26 26.37,-69 45 27.38
,779,05 26 26.97,-69 41 19.60
,780,05 26 27.01,-69 44 59.60
,781,05 26 28.19,-69 42 38.78
,782,05 26 28.23,-69 45 10.31
,783,05 26 28.61,-69 44 57.58
,784,05 26 28.65,-69 44 44.80
,785,05 26 30.63,-69 47 40.30
,786,05 26 30.90,-69 45 13.84
,787,05 26 31.01,-69 45 35.39
,788,05 26 31.05,-69 43 45.27
,789,05 26 31.27,-69 45 30.95
,790,05 26 31.38,-69 45 14.52
,791,05 26 31.53,-69 49 05.39
,792,05 26 31.92,-69 41 49.46
,793,05 26 33.09,-69 44 59.33
,794,05 26 33.10,-69 47 05.53
,795,05 26 33.37,-69 42 53.37
,796,05 26 33.66,-69 48 51.21
,797,05 26 34.57,-69 45 43.07
,798,05 26 34.72,-69 40 03.09
,799,05 26 34.91,-69 41 19.59
,800,05 26 34.95,-69 45 32.29
,801,05 26 34.97,-69 48 35.26
,802,05 26 35.52,-69 44 16.94
,803,05 26 36.08,-69 47 00.27
,804,05 26 36.29,-69 44 37.09
,805,05 26 37.00,-69 44 26.08
,806,05 26 37.05,-69 45 53.82
,807,05 26 38.02,-69 41 14.08
,808,05 26 38.84,-69 45 45.39
,809,05 26 39.27,-69 46 30.31
,810,05 26 40.28,-69 49 37.32
,811,05 26 41.92,-69 44 37.88
,812,05 26 42.44,-69 45 44.28
,813,05 26 42.83,-69 48 41.55
,814,05 26 43.11,-69 49 22.71
,815,05 26 44.29,-69 43 07.75
,816,05 26 45.86,-69 47 02.39
,817,05 26 46.00,-69 46 23.88
,818,05 26 46.62,-69 46 16.27
,819,05 26 47.10,-69 45 56.90
,820,05 26 48.31,-69 47 51.99
,821,05 26 49.13,-69 50 17.59
,822,05 26 49.54,-69 41 11.94
,823,05 26 49.54,-69 47 02.49
,824,05 26 49.70,-69 46 24.85
,825,05 26 49.81,-69 46 49.69
,826,05 26 50.20,-69 46 38.61
,827,05 26 50.33,-69 40 24.67
,828,05 26 50.81,-69 45 17.24
,829,05 26 51.90,-69 45 28.92
,830,05 26 52.81,-69 47 14.09
,831,05 26 54.38,-69 41 57.75
,832,05 26 54.45,-69 42 41.78
,833,05 26 54.49,-69 47 26.90
,834,05 26 56.63,-69 42 46.61
,835,05 27 00.08,-69 49 50.09
,836,05 27 00.92,-69 42 36.10
,837,05 27 02.48,-69 41 08.95
,838,05 27 03.77,-69 44 41.44
,839,05 27 04.19,-69 45 08.98
,840,05 27 04.50,-69 47 52.31
,841,05 27 05.63,-69 45 20.48
,842,05 27 06.68,-69 44 42.96
,843,05 27 08.47,-69 42 24.70
,844,05 27 09.20,-69 44 02.33
,845,05 27 09.80,-69 47 12.72
,846,05 27 09.91,-69 45 28.90
,847,05 27 10.03,-69 46 09.73
,848,05 27 11.40,-69 47 02.56
,849,05 27 11.46,-69 46 42.87
,850,05 27 11.98,-69 43 31.21
,851,05 27 13.88,-69 45 50.61
,852,05 27 14.66,-69 44 40.95
,853,05 27 14.81,-69 42 26.13
,854,05 27 15.17,-69 45 53.75
,855,05 27 15.74,-69 49 27.74
,856,05 27 16.25,-69 48 00.14
,857,05 27 16.28,-69 43 53.64
,858,05 27 16.28,-69 44 46.29
,859,05 27 17.45,-69 49 57.43
,860,05 27 18.11,-69 45 01.70
,861,05 27 19.02,-69 47 16.96
,862,05 27 22.61,-69 50 33.83
,863,05 27 23.72,-69 50 42.88
,864,05 27 24.16,-69 44 55.74
,865,05 27 24.54,-69 52 28.37
,866,05 27 26.25,-69 44 56.13
,867,05 27 27.19,-69 46 45.31
,868,05 27 27.30,-69 47 55.66
,869,05 27 28.73,-69 46 42.77
,870,05 27 29.30,-69 51 37.95
,871,05 27 30.16,-69 49 13.74
,872,05 27 31.98,-69 50 07.77
,873,05 27 32.67,-69 52 42.96
,874,05 27 35.66,-69 52 58.30
,875,05 27 37.47,-69 47 00.34
,876,05 27 37.87,-69 52 19.31
,877,05 27 38.13,-69 45 37.31
,878,05 27 42.15,-69 46 59.75
,879,05 27 42.52,-69 48 28.04
,880,05 27 42.63,-69 48 53.87
,881,05 27 45.17,-69 49 26.44
,882,05 27 47.13,-69 45 11.46
,883,05 27 47.59,-69 50 10.34
,884,05 27 47.69,-69 50 52.15
,885,05 27 50.81,-69 45 02.14
,886,05 27 50.83,-69 54 05.09
,887,05 27 50.94,-69 47 26.30
,888,05 27 52.71,-69 48 13.92
,889,05 27 53.26,-69 52 41.05
,890,05 27 53.66,-69 54 11.07
,891,05 27 54.01,-69 51 09.00
,892,05 27 55.39,-69 47 23.07
,893,05 27 57.76,-69 49 42.66
,894,05 27 57.80,-69 45 33.20
,895,05 27 58.50,-69 47 10.09
,896,05 27 58.56,-69 50 58.88
,897,05 27 59.05,-69 45 40.34
,898,05 27 59.12,-69 50 16.53
,899,05 27 59.12,-69 53 16.85
,900,05 27 59.55,-69 49 54.60
,901,05 27 59.90,-69 51 44.06
,902,05 28 00.61,-69 53 21.43
,903,05 28 01.65,-69 45 39.60
,904,05 28 02.29,-69 46 29.75
,905,05 28 02.73,-69 50 13.35
,906,05 28 02.86,-69 52 13.39
,907,05 28 04.42,-69 46 57.90
,908,05 28 05.08,-69 54 56.11
,909,05 28 06.33,-69 52 01.85
,910,05 28 06.86,-69 52 26.42
,911,05 28 07.72,-69 50 55.66
,912,05 28 08.18,-69 50 22.83
,913,05 28 08.55,-69 49 39.02
,914,05 28 09.98,-69 46 29.24
,915,05 28 10.02,-69 53 45.92
,916,05 28 10.42,-69 46 16.67
,917,05 28 10.77,-69 48 16.95
,918,05 28 12.31,-69 53 48.72
,919,05 28 13.49,-69 54 01.92
,920,05 28 13.64,-69 53 34.03
,921,05 28 14.43,-69 45 48.35
,922,05 28 14.68,-69 48 43.50
,923,05 28 15.56,-69 50 07.58
,924,05 28 17.29,-69 48 40.86
,925,05 28 18.25,-69 47 32.65
,926,05 28 18.39,-69 49 38.84
,927,05 28 19.56,-69 51 57.51
,928,05 28 19.88,-69 52 33.57
,929,05 28 23.33,-69 53 29.75
,930,05 28 25.02,-69 53 18.80
,931,05 28 25.97,-69 49 08.95
,932,05 28 27.42,-69 53 58.98
,933,05 28 28.69,-69 51 17.01
,934,05 28 29.66,-69 50 11.50
,935,05 28 30.38,-69 48 29.59
,936,05 28 31.82,-69 51 28.59
,937,05 28 33.50,-69 53 13.26
,938,05 28 34.53,-69 48 20.42
,939,05 28 34.80,-69 50 13.33
,940,05 28 35.33,-69 49 23.84
,941,05 28 36.24,-69 52 52.39
,942,05 28 37.82,-69 49 30.54
,943,05 28 38.38,-69 48 30.30
,944,05 28 39.16,-69 47 38.00
,945,05 28 40.88,-69 51 49.55
,946,05 28 41.80,-69 49 59.51
,947,05 28 44.90,-69 50 48.71
,948,05 28 49.75,-69 50 46.11
,949,05 28 52.83,-69 50 41.93
,950,05 28 58.42,-69 49 50.05
,951,05 29 00.16,-69 48 27.97
M101,952,14 01 51.077,+54 18 11.66
,953,14 02 03.506,+54 18 28.91
,954,14 02 10.735,+54 30 08.42
,955,14 02 13.968,+54 20 43.55
,956,14 02 14.057,+54 22 00.34
,957,14 02 14.203,+54 23 08.23
,958,14 02 15.146,+54 28 02.68
,959,14 02 22.531,+54 17 57.84
,960,14 02 26.990,+54 31 45.37
,961,14 02 28.294,+54 16 26.51
,962,14 02 28.531,+54 12 45.11
,963,14 02 28.783,+54 26 30.73
,964,14 02 29.789,+54 16 15.78
,965,14 02 29.904,+54 21 18.79
,966,14 02 32.515,+54 20 01.39
,967,14 02 45.362,+54 31 10.88
,968,14 02 46.442,+54 21 51.84
,969,14 02 47.042,+54 26 54.82
,970,14 02 48.149,+54 13 50.84
,971,14 02 51.516,+54 08 58.56
,972,14 02 52.855,+54 21 11.41
,973,14 03 03.950,+54 27 34.63
,974,14 03 05.206,+54 17 52.26
,975,14 03 07.409,+54 19 38.03
,976,14 03 12.538,+54 20 53.02
,977,14 03 12.545,+54 20 56.26
,978,14 03 13.966,+54 18 10.19
,979,14 03 14.302,+54 18 06.23
,980,14 03 15.852,+54 17 48.30
,981,14 03 18.077,+54 18 22.90
,982,14 03 18.682,+54 24 29.38
,983,14 03 19.030,+54 17 19.57
,984,14 03 21.545,+54 19 45.66
,985,14 03 21.670,+54 19 19.81
,986,14 03 24.178,+54 19 48.65
,987,14 03 24.936,+54 30 25.49
,988,14 03 27.168,+54 18 31.36
,989,14 03 27.492,+54 19 10.20
,990,14 03 29.969,+54 22 28.56
,991,14 03 32.381,+54 21 02.92
,992,14 03 35.537,+54 17 08.84
,993,14 03 36.007,+54 19 24.74
,994,14 03 41.302,+54 19 03.90
,995,14 03 41.690,+54 31 38.42
,996,14 03 44.693,+54 26 58.49
,997,14 03 44.760,+54 24 01.33
,998,14 03 46.152,+54 16 16.18
,999,14 03 47.376,+54 22 29.60
,1000,14 03 47.386,+54 17 04.56
,1001,14 03 50.482,+54 24 13.54
,1002,14 03 51.281,+54 18 49.21
,1003,14 03 53.652,+54 15 59.04
,1004,14 03 53.854,+54 21 57.38
,1005,14 03 53.894,+54 09 38.77
,1006,14 04 00.408,+54 25 32.52
,1007,14 04 00.598,+54 11 32.53
,1008,14 04 08.189,+54 23 47.11
,1009,14 04 14.196,+54 26 04.52
,1010,14 04 21.785,+54 19 22.19
,1011,14 04 25.082,+54 25 52.93
,1012,14 04 29.160,+54 23 53.20
,1013,14 04 56.419,+54 23 54.31
,1014,14 05 15.240,+54 23 17.48
,1015,14 05 15.646,+54 24 58.14
M104,1016,12 39 26.918,-11 40 08.98
,1017,12 39 28.550,-11 34 52.75
,1018,12 39 29.270,-11 38 47.83
,1019,12 39 29.539,-11 45 52.85
,1020,12 39 37.721,-11 40 31.44
,1021,12 39 38.906,-11 37 28.16
,1022,12 39 40.558,-11 32 58.09
,1023,12 39 40.646,-11 31 26.04
,1024,12 39 42.408,-11 36 56.74
,1025,12 39 43.428,-11 45 50.87
,1026,12 39 43.618,-11 40 34.03
,1027,12 39 44.165,-11 36 01.30
,1028,12 39 45.204,-11 38 49.99
,1029,12 39 45.245,-11 36 01.15
,1030,12 39 45.559,-11 39 33.88
,1031,12 39 46.354,-11 41 13.49
,1032,12 39 47.731,-11 46 45.16
,1033,12 39 48.456,-11 43 56.42
,1034,12 39 48.605,-11 37 13.73
,1035,12 39 48.790,-11 40 08.83
,1036,12 39 49.150,-11 43 40.01
,1037,12 39 50.494,-11 39 14.94
,1038,12 39 50.873,-11 41 48.66
,1039,12 39 50.935,-11 38 23.82
,1040,12 39 51.082,-11 36 48.42
,1041,12 39 51.955,-11 35 52.58
,1042,12 39 51.998,-11 37 11.53
,1043,12 39 53.993,-11 38 25.55
,1044,12 39 54.029,-11 36 39.20
,1045,12 39 54.869,-11 37 09.34
,1046,12 39 55.042,-11 37 37.56
,1047,12 39 55.418,-11 38 49.49
,1048,12 39 55.795,-11 34 49.12
,1049,12 39 55.860,-11 37 42.96
,1050,12 39 56.263,-11 31 55.45
,1051,12 39 56.371,-11 37 59.52
,1052,12 39 56.424,-11 37 24.82
,1053,12 39 56.472,-11 37 46.60
,1054,12 39 56.477,-11 38 30.59
,1055,12 39 56.921,-11 36 59.08
,1056,12 39 56.969,-11 39 29.38
,1057,12 39 57.312,-11 41 35.56
,1058,12 39 57.338,-11 37 50.84
,1059,12 39 57.346,-11 37 17.51
,1060,12 39 57.365,-11 37 20.35
,1061,12 39 57.444,-11 37 53.22
,1062,12 39 57.595,-11 37 26.00
,1063,12 39 57.672,-11 38 53.23
,1064,12 39 57.919,-11 37 02.46
,1065,12 39 57.941,-11 37 35.08
,1066,12 39 57.950,-11 45 13.46
,1067,12 39 58.344,-11 37 18.23
,1068,12 39 58.656,-11 37 28.13
,1069,12 39 58.769,-11 37 25.25
,1070,12 39 58.877,-11 36 55.44
,1071,12 39 58.951,-11 38 38.33
,1072,12 39 59.009,-11 35 12.95
,1073,12 39 59.069,-11 37 20.03
,1074,12 39 59.203,-11 31 33.10
,1075,12 39 59.246,-11 37 26.83
,1076,12 39 59.261,-11 38 28.61
,1077,12 39 59.410,-11 37 27.44
,1078,12 39 59.424,-11 37 23.34
,1079,12 39 59.518,-11 37 02.32
,1080,12 39 59.664,-11 35 25.58
,1081,12 39 59.736,-11 37 16.75
,1082,12 39 59.772,-11 34 55.27
,1083,12 39 59.796,-11 37 00.41
,1084,12 39 59.846,-11 37 22.08
,1085,12 39 59.875,-11 36 23.36
,1086,12 40 00.046,-11 37 09.08
,1087,12 40 00.168,-11 37 22.98
,1088,12 40 00.324,-11 37 23.66
,1089,12 40 00.583,-11 43 43.75
,1090,12 40 00.660,-11 35 20.22
,1091,12 40 00.701,-11 37 04.76
,1092,12 40 00.749,-11 46 02.71
,1093,12 40 00.914,-11 37 02.57
,1094,12 40 00.934,-11 36 54.14
,1095,12 40 00.960,-11 37 08.80
,1096,12 40 01.051,-11 37 24.28
,1097,12 40 01.258,-11 37 02.57
,1098,12 40 01.277,-11 37 30.11
,1099,12 40 01.834,-11 36 15.91
,1100,12 40 01.980,-11 39 40.10
,1101,12 40 02.150,-11 37 54.37
,1102,12 40 02.179,-11 37 21.07
,1103,12 40 02.203,-11 37 18.98
,1104,12 40 02.261,-11 37 12.22
,1105,12 40 02.412,-11 38 52.58
,1106,12 40 02.743,-11 37 17.08
,1107,12 40 02.801,-11 42 50.26
,1108,12 40 03.139,-11 40 04.91
,1109,12 40 03.617,-11 32 42.90
,1110,12 40 03.617,-11 37 39.76
,1111,12 40 04.507,-11 36 38.09
,1112,12 40 04.594,-11 37 35.94
,1113,12 40 04.788,-11 37 21.22
,1114,12 40 04.973,-11 37 32.48
,1115,12 40 05.311,-11 35 00.17
,1116,12 40 05.537,-11 39 40.25
,1117,12 40 05.602,-11 41 47.15
,1118,12 40 05.652,-11 37 11.96
,1119,12 40 06.413,-11 37 13.91
,1120,12 40 07.001,-11 37 53.54
,1121,12 40 08.218,-11 39 38.92
,1122,12 40 09.410,-11 41 54.64
,1123,12 40 09.523,-11 36 46.73
,1124,12 40 09.686,-11 36 45.40
,1125,12 40 10.397,-11 36 39.24
,1126,12 40 10.656,-11 47 34.48
,1127,12 40 10.810,-11 32 58.96
,1128,12 40 12.324,-11 40 04.62
,1129,12 40 12.862,-11 39 03.64
,1130,12 40 15.070,-11 33 06.73
,1131,12 40 17.542,-11 37 43.43
,1132,12 39 10.111,-11 40 07.79
,1133,12 39 19.630,-11 32 15.40
,1134,12 39 22.548,-11 44 53.84
M31,1135,00 41 19.43,+41 37 02.83
,1136,00 41 26.47,+41 34 55.06
,1137,00 41 28.31,+41 08 01.67
,1138,00 41 28.51,+41 07 56.18
,1139,00 41 28.59,+41 08 03.61
,1140,00 41 28.64,+41 07 54.71
,1141,00 41 28.68,+41 07 52.68
,1142,00 41 28.81,+41 08 05.04
,1143,00 41 28.85,+41 07 49.20
,1144,00 41 29.07,+41 08 06.53
,1145,00 41 29.27,+41 25 53.41
,1146,00 41 29.33,+41 07 51.23
,1147,00 41 29.42,+41 08 08.10
,1148,00 41 29.51,+41 07 52.75
,1149,00 41 29.60,+41 08 03.58
,1150,00 41 29.77,+41 07 53.80
,1151,00 41 29.78,+41 36 32.07
,1152,00 41 29.79,+41 35 27.09
,1153,00 41 29.86,+41 07 59.63
,1154,00 41 30.00,+41 07 55.55
,1155,00 41 30.92,+41 36 41.80
,1156,00 41 31.18,+41 33 34.36
,1157,00 41 34.49,+41 34 47.43
,1158,00 41 37.18,+41 32 35.12
,1159,00 41 37.75,+41 36 33.42
,1160,00 41 38.91,+41 12 47.41
,1161,00 41 39.15,+41 12 40.48
,1162,00 41 39.18,+41 12 42.92
,1163,00 41 39.18,+41 12 49.36
,1164,00 41 39.35,+41 12 39.38
,1165,00 41 39.36,+41 12 50.71
,1166,00 41 39.52,+41 12 34.96
,1167,00 41 39.53,+41 12 51.38
,1168,00 41 39.66,+41 12 51.85
,1169,00 41 39.88,+41 12 36.96
,1170,00 41 40.00,+41 12 53.85
,1171,00 41 40.06,+41 12 38.34
,1172,00 41 40.18,+41 12 51.24
,1173,00 41 40.27,+41 12 48.31
,1174,00 41 40.28,+41 12 39.44
,1175,00 41 40.55,+41 12 41.33
,1176,00 41 40.56,+41 36 58.11
,1177,00 41 41.58,+41 37 13.10
,1178,00 41 43.42,+41 26 38.05
,1179,00 41 43.53,+41 34 21.56
,1180,00 41 43.75,+41 38 29.64
,1181,00 41 44.40,+41 35 17.05
,1182,00 41 44.50,+41 15 02.16
,1183,00 41 44.81,+41 11 12.25
,1184,00 41 45.08,+41 30 36.76
,1185,00 41 45.43,+41 15 03.89
,1186,00 41 46.45,+41 37 50.35
,1187,00 41 46.80,+41 15 04.67
,1188,00 41 47.11,+41 12 08.55
,1189,00 41 47.13,+41 40 05.19
,1190,00 41 48.55,+41 15 06.50
,1191,00 41 48.74,+41 12 16.16
,1192,00 41 49.13,+41 15 07.32
,1193,00 41 49.54,+41 12 18.97
,1194,00 41 50.20,+41 15 08.79
,1195,00 41 50.54,+41 23 35.07
,1196,00 41 51.12,+41 37 38.71
,1197,00 41 51.72,+41 14 38.24
,1198,00 41 51.79,+41 12 30.08
,1199,00 41 51.94,+41 23 21.80
,1200,00 41 52.36,+41 14 56.09
,1201,00 41 52.75,+41 12 34.17
,1202,00 41 53.37,+41 36 06.60
,1203,00 41 53.85,+41 13 57.99
,1204,00 41 54.02,+41 23 02.45
,1205,00 41 54.09,+41 12 40.98
,1206,00 41 54.42,+41 00 50.15
,1207,00 41 54.48,+41 35 19.98
,1208,00 41 54.69,+41 22 56.91
,1209,00 41 55.55,+41 36 43.53
,1210,00 41 55.83,+41 22 45.81
,1211,00 41 55.86,+41 33 15.38
,1212,00 41 56.06,+41 22 42.68
,1213,00 41 56.11,+41 17 36.84
,1214,00 41 56.52,+41 36 49.31
,1215,00 41 56.70,+41 12 52.79
,1216,00 41 56.71,+41 14 06.22
,1217,00 41 56.79,+41 36 19.73
,1218,00 41 56.86,+41 22 35.40
,1219,00 41 56.87,+41 40 58.24
,1220,00 41 57.55,+41 38 17.01
,1221,00 41 57.91,+41 12 37.57
,1222,00 41 58.55,+41 14 08.68
,1223,00 41 58.59,+41 12 43.00
,1224,00 41 59.91,+41 12 53.59
,1225,00 42 00.05,+41 35 45.54
,1226,00 42 00.61,+41 12 56.83
,1227,00 42 01.15,+41 36 54.94
,1228,00 42 01.52,+41 17 56.47
,1229,00 42 01.78,+41 39 17.63
,1230,00 42 01.79,+41 09 55.32
,1231,00 42 01.88,+41 34 07.68
,1232,00 42 01.92,+41 13 08.07
,1233,00 42 01.94,+41 09 50.39
,1234,00 42 02.07,+41 21 47.60
,1235,00 42 02.10,+41 09 57.83
,1236,00 42 02.20,+41 09 45.94
,1237,00 42 02.24,+41 09 58.79
,1238,00 42 02.33,+41 09 42.55
,1239,00 42 02.54,+41 10 00.28
,1240,00 42 02.58,+41 09 43.98
,1241,00 42 02.76,+41 09 45.00
,1242,00 42 02.86,+41 10 01.84
,1243,00 42 03.02,+41 09 59.16
,1244,00 42 03.11,+41 09 56.83
,1245,00 42 03.15,+41 09 47.46
,1246,00 42 03.15,+41 09 55.34
,1247,00 42 03.24,+41 09 53.86
,1248,00 42 03.33,+41 09 52.87
,1249,00 42 03.42,+41 09 49.35
,1250,00 42 03.87,+41 37 17.22
,1251,00 42 03.90,+41 08 48.44
,1252,00 42 05.01,+41 37 09.15
,1253,00 42 05.14,+41 19 54.14
,1254,00 42 05.93,+41 13 34.86
,1255,00 42 06.09,+41 11 21.94
,1256,00 42 06.58,+41 37 32.94
,1257,00 42 06.73,+41 37 23.02
,1258,00 42 07.39,+41 14 24.51
,1259,00 42 07.47,+41 14 14.22
,1260,00 42 07.69,+41 37 39.97
,1261,00 42 07.80,+41 14 14.85
,1262,00 42 07.82,+41 18 14.77
,1263,00 42 08.12,+41 19 15.83
,1264,00 42 08.13,+41 11 48.73
,1265,00 42 08.37,+41 14 27.72
,1266,00 42 08.40,+41 10 31.61
,1267,00 42 08.63,+41 14 28.68
,1268,00 42 08.73,+41 14 18.67
,1269,00 42 08.85,+41 14 18.63
,1270,00 42 08.87,+41 17 27.53
,1271,00 42 08.94,+41 26 36.32
,1272,00 42 09.08,+41 14 19.93
,1273,00 42 09.08,+41 14 30.17
,1274,00 42 09.10,+41 16 47.41
,1275,00 42 09.14,+41 20 48.76
,1276,00 42 09.36,+41 14 31.18
,1277,00 42 09.56,+41 14 22.13
,1278,00 42 09.60,+41 17 45.31
,1279,00 42 09.75,+41 24 40.56
,1280,00 42 09.79,+41 14 32.39
,1281,00 42 09.88,+41 24 38.15
,1282,00 42 09.96,+41 14 22.96
,1283,00 42 09.96,+41 15 22.03
,1284,00 42 09.98,+41 33 18.41
,1285,00 42 10.15,+41 14 33.50
,1286,00 42 10.21,+41 19 07.12
,1287,00 42 10.23,+41 15 11.40
,1288,00 42 10.34,+41 14 24.18
,1289,00 42 10.34,+41 14 34.22
,1290,00 42 10.53,+41 19 05.51
,1291,00 42 10.55,+41 15 32.05
,1292,00 42 10.74,+41 14 25.71
,1293,00 42 10.84,+41 14 35.77
,1294,00 42 10.98,+41 12 49.17
,1295,00 42 11.00,+41 16 35.30
,1296,00 42 11.12,+41 14 11.30
,1297,00 42 11.12,+41 19 01.67
,1298,00 42 11.18,+41 14 36.66
,1299,00 42 11.34,+41 14 27.60
,1300,00 42 11.39,+41 04 29.80
,1301,00 42 11.55,+41 10 48.15
,1302,00 42 11.61,+41 12 54.67
,1303,00 42 11.68,+41 14 38.40
,1304,00 42 11.69,+41 14 28.91
,1305,00 42 11.75,+41 18 57.36
,1306,00 42 11.87,+41 16 19.80
,1307,00 42 11.96,+41 14 29.83
,1308,00 42 11.97,+41 12 56.57
,1309,00 42 12.08,+41 16 47.99
,1310,00 42 12.19,+41 18 54.96
,1311,00 42 12.25,+41 17 58.10
,1312,00 42 12.26,+41 14 40.30
,1313,00 42 12.28,+41 15 28.93
,1314,00 42 12.35,+41 14 31.35
,1315,00 42 12.40,+41 12 59.13
,1316,00 42 12.64,+41 18 52.15
,1317,00 42 12.66,+41 20 06.34
,1318,00 42 12.73,+41 14 32.74
,1319,00 42 12.74,+41 14 41.85
,1320,00 42 12.75,+41 13 01.61
,1321,00 42 12.91,+41 18 50.11
,1322,00 42 13.08,+41 13 04.42
,1323,00 42 13.09,+41 14 42.76
,1324,00 42 13.18,+41 18 36.42
,1325,00 42 13.23,+41 14 34.41
,1326,00 42 13.27,+41 13 05.54
,1327,00 42 13.49,+41 14 43.94
,1328,00 42 13.62,+41 24 56.89
,1329,00 42 13.76,+41 13 08.99
,1330,00 42 13.81,+41 14 36.59
,1331,00 42 13.89,+41 14 45.44
,1332,00 42 14.00,+41 14 36.97
,1333,00 42 14.07,+41 13 11.34
,1334,00 42 14.10,+41 23 16.16
,1335,00 42 14.20,+41 14 46.32
,1336,00 42 14.23,+41 13 12.44
,1337,00 42 14.31,+41 18 41.19
,1338,00 42 14.35,+41 14 38.34
,1339,00 42 14.41,+41 08 08.06
,1340,00 42 14.62,+41 12 13.16
,1341,00 42 14.65,+41 14 47.63
,1342,00 42 14.66,+41 13 15.40
,1343,00 42 14.77,+41 14 39.93
,1344,00 42 14.92,+41 04 03.69
,1345,00 42 14.96,+41 14 16.28
,1346,00 42 15.00,+41 13 17.84
,1347,00 42 15.07,+41 14 40.91
,1348,00 42 15.18,+41 12 33.97
,1349,00 42 15.20,+41 18 02.16
,1350,00 42 15.25,+41 13 19.42
,1351,00 42 15.33,+41 14 41.82
,1352,00 42 15.40,+41 20 30.88
,1353,00 42 15.49,+41 14 50.59
,1354,00 42 15.51,+41 01 16.91
,1355,00 42 15.54,+41 18 33.05
,1356,00 42 15.58,+41 13 22.04
,1357,00 42 15.72,+41 17 20.37
,1358,00 42 15.84,+41 13 23.63
,1359,00 42 15.92,+41 15 33.58
,1360,00 42 15.97,+41 14 44.10
,1361,00 42 16.02,+41 14 52.07
,1362,00 42 16.02,+41 19 35.16
,1363,00 42 16.11,+41 13 25.68
,1364,00 42 16.51,+41 23 54.30
,1365,00 42 16.66,+41 13 29.68
,1366,00 42 16.75,+41 18 25.41
,1367,00 42 16.89,+40 58 45.38
,1368,00 42 16.95,+41 13 31.53
,1369,00 42 17.25,+41 18 22.09
,1370,00 42 17.31,+41 20 28.90
,1371,00 42 17.37,+41 13 34.51
,1372,00 42 17.65,+41 18 19.15
,1373,00 42 17.67,+41 20 24.61
